file,date,timestamp,asset,direction,horizon_days,entry,stop,target,claim
IMG_7808+IMG_7809,2026-03-17,2026-03-17 19:51,LINK,,,,,,xrp at 1.38 was a steal
IMG_7809,2026-03-17,2026-03-17 19:51,BTC,,,,,,Not forcing any trade... until 79-81k big week for crypto as usual
IMG_7809,2026-03-18,2026-03-18 19:46,BTC,,,,,,"FOMC - We Gonna Drop a bit, Finest trade fr ... but had to buy a watch so i exit 🤴"
IMG_7809+IMG_7810,2026-03-18,2026-03-18 19:57,BTC,,,,,,This month is so crucial - Starting of Q2 ( I can't even tell you guys how excited I'm )
IMG_7809+IMG_7810,2026-03-18,2026-03-18 22:59,BTC,,,,,,Well the thought was right ❤️😏 undefeated
IMG_7811,2026-03-19,2026-03-19 09:40,XRP,,,,,,@everyone I'll try my best to do live calls every week or every 2 weeks ... please take time out of your day & Join (15-20 mins) that's where the actual magic happens - Ace 🤴
IMG_7811,2026-03-19,2026-03-19 21:55,XRP,,,,,,& the reason I sold all the gold at 5150 where are the gold maxi ? ... undefeated as usual 🤴
IMG_7812,2026-03-21,2026-03-21 02:34,BTC,,,,,,BTC is facing a heavy sell off - It's not good tbh... I'm Looking for weekly open & daily of today { It's actually lights out for btc the way the structure is looking atm } waiting for confirmation 🐸
IMG_7812,2026-03-21,2026-03-21 02:42,BTC,,,,,,I actually just landed going home. stay away
IMG_7813,2026-03-21,2026-03-21 02:42,BTC,,,,,,"I actually just landed going home, stay away from longs @everyone"
IMG_7813,2026-03-21,2026-03-21 10:55,BTC,,,,,,Longs continues...
IMG_7813,2026-03-22,2026-03-22 01:47,BTC,,,,,,Not trading currently We don't need to catch every move in the market 🤴 - Chilling relaxing spending profits - ACE
IMG_7813,2026-03-22,2026-03-22 16:46,BTC,,,,,,"Dump incoming, be careful @everyone"
IMG_7813,2026-03-23,2026-03-23 19:11,BTC,,,,,,It's consolidating at peak rn I'm out at entry Oh my god Adding shorts...
IMG_7813,2026-03-23,2026-03-23 19:20,BTC,,,,,,No matter what we going to see 62k just a[obscured] pump to eliminate shorts & stop it out
IMG_7814,2026-03-23,2026-03-23 19:20,BTC,,,,,,No matter what we going to see 62k just a pump to eliminate shorts & stop it out
IMG_7814,2026-03-23,2026-03-23 19:20,BTC,,,,,,I'm in ...
IMG_7814,2026-03-23,2026-03-23 19:25,BTC,,,,,,Was not able to be out at entry I'm in 🤴 Added shorts along the line
IMG_7814,2026-03-25,2026-03-25 07:45,BTC,,,,,,As mentioned on live call 69k is the level if it traces back it might get to 72k ish ... Till than I'm chilling (edited)
IMG_7814,2026-03-25,2026-03-25 20:44,BTC,,,,,,Shorts activated - after closing at green line last night ( shorting until 66k - green line is no joke tbh )
IMG_7815,2026-03-26,2026-03-26 00:49,BTC,,,,,,out at 71200 with a little profit btc & eth making a bull flag it has to close 4H at 71648 for me to be short again (edited)
IMG_7816,2026-03-26,2026-03-26 01:22,BTC,,,,,,I just want btc to make a double top at daily and i will hold this short
IMG_7816,2026-03-26,2026-03-26 07:41,BTC,,,,,,71500 holding short GN ... (edited)
IMG_7816,2026-03-26,2026-03-26 14:39,BTC,,,,,,@everyone waking up to red ❤️♾
IMG_7816,2026-03-26,2026-03-26 15:21,BTC,,,,,,Give me 52-49k (ALL IN)
IMG_7816,2026-03-26,2026-03-26 17:57,BTC,,,,,,"Incase you guys genuinely want to know what am I looking at, is this level 49k - personally speaking I Just don't even want to buy anything until I have that - ACE 🤴"
IMG_7817,2026-03-26,2026-03-26 21:22,BTC,,,,,,My bad i was driving.. so what I'm thinking atm on the reverse side btc is creating a double down we might will see 70400 if that rejected 72220 nice 10 % move since tbh since last night { Personally speaking I'm looking for 49k } but i need strong momentum
IMG_7817,2026-03-26,2026-03-26 21:22,BTC,,,,,,I'm just reacting towards the market - ACE 🤴
IMG_7817,2026-03-26,2026-03-26 21:22,BTC,,,,,,Markets are super shit - right now
IMG_7817,2026-03-27,2026-03-27 02:01,BTC,,,,,,Rejected bearish orderblock at 69k green line now we will flow
IMG_7817,2026-03-27,2026-03-27 02:01,BTC,,,,,,I'm happy you guys took TP1 at green line
IMG_7817,2026-03-27,2026-03-27 02:01,BTC,,,,,,No need to trade just chill and have 20-30% short still flow
IMG_7817,2026-03-27,2026-03-27 02:01,BTC,,,,,,take the rest around 68's ish level
IMG_7817,2026-03-27,2026-03-27 04:40,BTC,,,,,,"Let me teach you all something which most of the time traders don't see it while trading, CME gaps liquidity and sweep is all bs"
IMG_7818,2026-03-27,2026-03-27 04:44,BTC,,,,,,When bearish order blocks get rejected it
IMG_7819,2026-03-27,2026-03-27 04:44,BTC,,,,,,When bearish order blocks get rejected it flows to zone area wait for confirmation to get filled a long the time
IMG_7819,2026-03-27,2026-03-27 04:44,BTC,,,,,,Since it's filled so is my order way above the entry where I took profits until I see BTC at 49k
IMG_7819,2026-03-27,2026-03-27 04:44,BTC,,,,,,Happy trading guys - ACE 👑
IMG_7819,2026-03-27,2026-03-27 20:05,BTC,,,,,,Market confirmed @everyone
IMG_7819,2026-03-27,2026-03-27 20:18,BTC,,,,,,We will start fresh - I'll focus only on swing from now ∞👑
IMG_7819,2026-03-27,2026-03-27 20:28,BTC,,,,,,Let me give you guys some beautiful intak
IMG_7820,2026-03-27,2026-03-27 20:28,BTC,,,,,,Let me give you guys some beautiful intake on the market right now BTC Needed to get to 79k-81k level to confirm the top how ever it went to 76k & rejected { what does that means that bullish reversal will be coming after this dump }
IMG_7820,2026-03-28,2026-03-28 03:48,BTC,,,,,,APRIL 1ST - Starting of Q2 we will be doing a challenge (15k-100k)
IMG_7820,2026-03-30,2026-03-30 08:20,BTC,,,,,,it might will goto 68k and dump pls be patient
IMG_7820+IMG_7821,2026-03-30,2026-03-30 08:30,BTC,,,,,,I'm not surprised by this its back at my entry if 67.130 is broken we will see 68k be prepared
IMG_7820,2026-03-30,2026-03-30 08:30,BTC,,,,,,I'm shorting
IMG_7821,2026-03-30,2026-03-30 08:30,BTC,,,,,,I'm shorting.
IMG_7821,2026-03-30,2026-03-30 08:30,BTC,,,,,,Look here closely
IMG_7821,2026-03-30,2026-03-30 08:42,BTC,,,,,,Chances of that happening is very Low ... Pls do not freak out
IMG_7821,2026-03-30,2026-03-30 08:51,BTC,,,,,,Just Pay - tience
IMG_7822,2026-03-31,2026-03-31 00:28,BTC,,,,,,"Nobody was there to teach me i remember waking up, thinking one day i will change my life... you guys have me we will do it together i love each & every single on of you"
IMG_7822,2026-03-31,2026-03-31 03:31,BTC,,,,,,Exactly as planned !!! ∞
IMG_7822,2026-03-31,2026-03-31 05:35,BTC,,,,,,Out at 2% profit - it will rise up a little
IMG_7822+IMG_7823,2026-03-31,2026-03-31 05:50,BTC,,,,,,so basically look if you in not high lv position be in short @everyone
IMG_7823,2026-03-31,2026-03-31 10:49,BTC,,,,,,"Okay so, what's my thought process right now as I see everyone is longing this fake pump, makes me realise the same way I was screaming to buy last time & everyone was placing shorts btc is at 68k ish { 500-800$ from my area of interest well } I'm short 👑 GN"
IMG_7824,2026-04-03,2026-04-03 20:34,BTC,,,,,,62k is the main region i'm looking for if incase 60k's are broken we will much down side potentially 20% move lower before real reversal begins
IMG_7824,2026-04-06,2026-04-06 07:55,BTC,,,,,,"So, Many things wrong with this pump !!! Masses wouldn't be able to see it"
IMG_7824,2026-04-07,2026-04-07 00:44,BTC,,,,,,NEVER TRUST SUNDAY NIGHT MOVES 👑
IMG_7824,2026-04-07,2026-04-07 00:53,BTC,,,,,,70.2k = bearish retest 🐶
IMG_7825,2026-04-14,2026-04-14 07:28,GMX,,,,,,GMX 3X - LV HERE
IMG_7825,2026-04-14,2026-04-14 09:06,GMX,,,,,,Everything is invalidated with this pump bullish region forming ....
IMG_7825,2026-04-14,2026-04-14 14:37,GMX,,,,,,Incase we don't get rejection under 76-82k area extention could be upwards 99k
IMG_7825+IMG_7826,2026-04-14,2026-04-14 14:48,GMX,,,,,,IM LOOKING CLOSELY AT THIS
IMG_7826,2026-04-15,2026-04-15 05:37,BTC,,,,,,not trading atm closed all my position
IMG_7832,2026-04-15,2026-04-15 22:16,BTC,,,,,,why so bearish son ? btc to 83k-77k ?
IMG_7827,2026-04-16,2026-04-16 04:27,BTC,,,,,,Looking at daily closely
IMG_7827,2026-04-16,2026-04-16 12:13,BTC,,,,,,@everyone im out at 74800
IMG_7827,2026-04-16,2026-04-16 12:20,BTC,,,,,,12 hr time frame btc doesn't show any bearish orderblock maybe at daily we see a bearish orderblock forming but... its look a like a fake out
IMG_7829,2026-04-17,2026-04-17 02:03,BTC,,,,,,Let's Give this internet thingy a try & let's all win together
IMG_7829,2026-04-17,2026-04-17 02:03,BTC,,,,,,BTC PLAN - Ace aka Mr. Make it rain 🎯
IMG_7827+IMG_7829,2026-04-17,2026-04-17 02:05,BTC,,,,,,https://x.com/aceakarains/status/2044839024993665227?s=46
IMG_7830,2026-04-17,2026-04-17 02:34,GMX,,,,,,do not neglect this
IMG_7830,2026-04-17,2026-04-17 02:47,GMX,,,,,,Right now at #398
IMG_7830+IMG_7831,2026-04-17,2026-04-17 02:53,GMX,,,,,,"The break out has begun, are you all ready ? 🤴"
IMG_7830+IMG_7831,2026-04-17,2026-04-17 03:49,GMX,,,,,,Eth is at resistance level if eth breaks 2371 and some how manage to get to 2400 bears will get rekt 🐸
IMG_7831,2026-04-17,2026-04-17 06:54,GMX,,,,,,The trend line doesn't work in 2026 - Remember this @everyone
IMG_7831,2026-04-17,2026-04-17 15:53,GMX,,,,,,Just the matter of time @everyone 🤴 - Ace
IMG_7832,2026-04-17,2026-04-17 16:40,BTC,,,,,,Feels good to be back love each & every single one of you
IMG_7832,2026-04-17,2026-04-17 16:55,BTC,,,,,,BTC AS PLANNED - 🎯
IMG_7832,2026-04-17,2026-04-17 17:26,BTC,,,,,,[screenshot of his own X post: 'why so bearish son ? btc to 83k-77k ?' quote-tweeting @whois100x 'I'm currently short $BTC to 67K.']
IMG_7832+IMG_7833,2026-04-17,2026-04-17 22:12,BTC,,,,,,@ liquidated 🎯
IMG_7833,2026-04-17,2026-04-17 22:12,,,,,,,As plannned
IMG_7833,2026-04-17,2026-04-17 23:55,,,,,,,Tuesday by midnight I'll be looking for short - stop exaggerating I hate hear noises
IMG_7833,2026-04-17,2026-04-17 23:55,,,,,,,I'll ban anybody who would do that
IMG_7833,2026-04-18,2026-04-18 00:22,,,,,,,83-85k I will look for rejection before I do anything I don't care what I post on twitter I care about you all let's see where we will be by Tuesday New York opens - Dubai midnight
IMG_7834,2026-04-18,2026-04-18 07:23,,,,,,,IM LONG MAKE SURE TO LONG UNTIL JUNE @everyone I know exactly what's going on
IMG_7834,2026-04-18,2026-04-18 07:23,,,,,,,I will update everyone and do not text me nothing I'm trying to cool my brain and thing of this situation
IMG_7834,2026-04-18,2026-04-18 07:23,,,,,,,Do not trade consolidation
IMG_7834,2026-04-18,2026-04-18 09:46,,,,,,,Note - Do not Look for shorts
IMG_7834,2026-04-18,2026-04-18 09:46,,,,,,,Until i say it
IMG_7834,2026-04-19,2026-04-19 02:52,,,,,,,89k
IMG_7835,2026-04-23,2026-04-23 03:43,GMX,,,,,,Gmx has a lot of potential - insider traders
IMG_7835,2026-04-23,2026-04-23 03:43,GMX,,,,,,betting hard
IMG_7835,2026-04-25,2026-04-25 16:05,GMX,,,,,,Every one calling the short and following the pattern - until they realise [emoji]
IMG_7835,2026-04-26,2026-04-26 02:24,GMX,,,,,,weekend we dumb yes - monday we fly
IMG_7835,2026-04-26,2026-04-26 04:24,GMX,,,,,,i would not short
IMG_7835,2026-04-26,2026-04-26 04:24,GMX,,,,,,@everyone
IMG_7835,2026-04-26,2026-04-26 04:24,GMX,,,,,,it just showed a rejection at 77100 GL
IMG_7835,2026-04-26,2026-04-26 04:32,GMX,,,,,,89...
IMG_7836,2026-04-26,2026-04-26 13:36,GMX,,,,,,If everyone remember I said I was waiting for 27 April to 7th may I didn't even cared about this week [emoji]
IMG_7836,2026-04-26,2026-04-26 20:26,GMX,,,,,,Matter of time [emoji]
IMG_7836,2026-04-27,2026-04-27 09:02,GMX,,,,,,Look at charts [emoji]
IMG_7836,2026-04-30,2026-04-30 05:23,GMX,,,,,,Nobody has any idea what is about to co[obscured] don't care enough to explain anyways [emoji]
IMG_7838,2026-05-04,2026-05-04 23:07,LINK,,,,,,@everyone I have people now texting me what's going to happened ace should I buy should I sell should I short ? Everything was posted almost a month ago... imagine buying at top shorting at bottom We are not surprised by the pump because we been prepared [emoji] ❤️ - ace
IMG_7838,2026-05-05,2026-05-05 11:08,LINK,,,,,,11TH MAY THIS IS BIG WEEK
IMG_7838,2026-05-06,2026-05-06 15:35,LINK,,,,,,If you don't join voice calls when I'll do it you will stay poor and you can complain all you want
IMG_7838+IMG_7839,2026-05-06,2026-05-06 15:35,LINK,,,,,,Make sure your heavy on link
IMG_7838+IMG_7839,2026-05-06,2026-05-06 15:35,LINK,,,,,,Alt coin is about to be as same exact place as 2018
IMG_7839,2026-05-06,2026-05-06 17:20,LINK,,,,,,Almost 2 months ago I posted this
IMG_7839,2026-05-07,2026-05-07 12:29,LINK,,,,,,Call on Monday busy this week
IMG_7839+IMG_7840,2026-05-07,2026-05-07 14:34,LINK,,,,,,Today will be a call on position and sizing... the tops will be discussed on monday
IMG_7839+IMG_7840,2026-05-09,2026-05-09 02:19,LINK,,,,,,Just the way your ready for long make sure you be ready for shorts - suspense still exist [pepe frog emoji]
IMG_7840,2026-05-11,2026-05-11 00:36,,,,,,,The pump will be disgusting
IMG_7840,2026-05-11,2026-05-11 00:36,,,,,,,In few months from now you will know what you missed on if u don't take action
IMG_7841,2026-05-13,2026-05-13 (time not shown),LINK,,,,,,10.130 rn
IMG_7841,2026-05-13,2026-05-13 13:12,LINK,,,,,,"[TradingView screenshot of LINKUSDT.P at 10.703 USDT, +0.419 +4.07% today]"
IMG_7840+IMG_7841,2026-05-13,2026-05-13 17:15,LINK,,,,,,Feel free to ask questions about positions/size management 🐸
IMG_7841,2026-05-13,2026-05-13 17:15,LINK,,,,,,"Also just so you all know I don't want to see anything posted privately being surfaced publicly, you will be immediately ban 👑🐸 - ace"
IMG_7842,2026-05-29,2026-05-29 08:01,ETH,,,,,,Since Feb I was just waiting for this month JUNE
IMG_7843,2026-05-30,2026-05-30 09:33,BTC,,,,,,I'm just in till this month then im out depending upon the condition that's it that's all u guys need to know 👑🐸 - ace
IMG_7843,2026-05-30,2026-05-30 09:33,BTC,,,,,,i waited half a year for June
IMG_7843,2026-05-30,2026-05-30 09:33,BTC,,,,,,@everyone
IMG_7843,2026-06-03,2026-06-03 07:49,BTC,,,,,,I holded this position since feb to be in loss today June 3rd I believe in being calmn and taking profits as the number I think it would go to 108k btc
IMG_7843,2026-06-03,2026-06-03 07:49,BTC,,,,,,Nothing changes high lv preps liquidated greed will be over summer will be started
IMG_7843,2026-06-05,2026-06-05 08:48,BTC,,,,,,46.2k
IMG_7843+IMG_7844+IMG_7845,2026-06-07,2026-06-07 06:15,BTC,,,,,,this might not be the bottom
IMG_7844+IMG_7845,2026-06-07,2026-06-07 06:15,SNDK,,,,,,idk why 28k-20k lmao which is insane ik if happend
IMG_7844+IMG_7845+IMG_7846,2026-06-10,2026-06-10 20:30,SNDK,,,,,,SNDK MARKET OPENS RN
IMG_7846,2026-06-10,2026-06-10 21:55,SNDK,,,,,,@everyone a cute 45% today just in few hours
IMG_7847,2026-06-10,2026-06-10 23:56,SNDK,,,,,,out at 1657 just rn
IMG_7848,2026-06-11,2026-06-11 00:02,BTC,,,,,,you can still keep the shorts up until tmrw maket open todays market close will be around 1700's i feel so taking profits in
IMG_7848,2026-06-16,2026-06-16 18:39,BTC,,,,,,We don't trade every day in here also 68.8k btc has a bearish order block I wanna see that rejection level before I place my bets in till than no further updates
IMG_7848,2026-06-17,2026-06-17 22:09,BTC,,,,,,We moving towards the bearish order block 68.8k ... the other 2 zones are the max extension [crown pepe emoji]
IMG_7849,2026-06-18,2026-06-18 16:24,BTC,,,,,,Btc rn at 64k ish on verge of rejecting 65.5k rejections we might move to 68k or 74k
IMG_7849,2026-06-18,2026-06-18 18:32,BTC,,,,,,Rejections 68k or we dump bad Not taking any trades save your money Markets are really bad I can't force things at the moment already made a bit 83k-77k downside [crown pepe emoji] not trading is also making money
IMG_7849,2026-06-18,2026-06-18 20:58,BTC,,,,,,LOOKIN AT THIS anything below 63.500 is a rejection [crown pepe emoji]
IMG_7849,2026-06-18,2026-06-18 21:41,BTC,,,,,,rejected dont trade
IMG_7849+IMG_7850,2026-06-20,2026-06-20 05:00,BTC,,,,,,Btc current thoughts after that rejection as mentioned at 65k to 62k ( I'm looking for a pull back to 68.8k bearish order block as previously mentioned )
IMG_7850+IMG_7851,2026-06-20,2026-06-20 05:14,BTC,,,,,,@everyone
IMG_7851,2026-06-20,2026-06-20 16:50,BTC,,,,,,Btc showing a double top this market is so conjusting
IMG_7851,2026-06-20,2026-06-20 17:10,BTC,,,,,,Need 63.6k ish break out on 4 hr time frame to
IMG_7852,2026-06-20,2026-06-20 17:10,BTC,,,,,,Need 63.6k ish break out on 4 hr time frame to confirm bullish divergence I took 50% of the profit and rest to ride
IMG_7852,2026-06-21,2026-06-21 17:54,BTC,,,,,,Sell a bit here (edited)
IMG_7853,2026-06-21,2026-06-21 18:08,BTC,,,,,,Sell here like 20% keep taking profits And I'm completely out [crown pepe emoji]
IMG_7853,2026-06-23,2026-06-23 05:38,BTC,,,,,,No trading until monthly candles [candle emoji] [pepe emoji] This monthly candle is special because it's half yearly
IMG_7853,2026-06-24,2026-06-24 23:20,BTC,,,,,,It's time [crown pepe emoji]
IMG_7854,2026-06-27,2026-06-27 05:39,BTC,,,,,,I'm out @everyone
IMG_7856,2026-06-27,2026-06-27 05:47,LINK,,,,,,Adding some link here [emoji] and some doge coin at same time
IMG_7856,2026-06-27,2026-06-27 09:33,LINK,,,,,,"Bottom is forming, 3 taps on 60k's, As well as bullish order block forming { time to join in } [emoji]"
IMG_7857,2026-06-29,2026-06-29 00:56,XRP,,,,,,the weekly needed to close at 1.20 or above to confirm bullish symmetery (edited)
IMG_7858,2026-06-30,2026-06-30 03:01,DOGE,,,,,,Buying doge here
IMG_7858,2026-07-02,2026-07-02 17:08,DOGE,,,,,,Start putting and locking money in alt coins [emoji]
IMG_7859,2026-07-02,2026-07-02 17:57,BTC,,,,,,"No more 48k btc, we are bottom"
IMG_7859,2026-07-02,2026-07-02 22:03,BTC,,,,,,Long
IMG_7859,2026-07-02,2026-07-02 22:03,BTC,,,,,,Xrp
IMG_7859+IMG_7860,2026-07-04,2026-07-04 04:40,BTC,,,,,,As planned [emoji]
IMG_7860,2026-07-04,2026-07-04 04:42,BTC,,,,,,[emoji]
IMG_7861,2026-07-04,2026-07-04 04:42,BTC,,,,,,HOLD Market confirmed ✅
IMG_7861,2026-07-06,2026-07-06 23:18,BTC,,,,,,Keep a eye on this btc and eth along with alts are facing a bearish order block I'm slowing taking profits out at this level The rejection and move to upward side only begins once eth crosses 1814
IMG_7861,2026-07-06,2026-07-06 23:42,BTC,,,,,,until 1D incase i dont have internet that's why i posted here (& i'm travelling)
IMG_7861+IMG_7862,2026-07-07,2026-07-07 02:38,BTC,,,,,,Yes let's go summer gonna be green hold tight
IMG_7862,2026-07-08,2026-07-08 08:51,BTC,,,,,,Looking for 69-72k resistance level Hold strong
IMG_7862+IMG_7863,2026-07-14,2026-07-14 04:19,BTC,,,,,,"[chart image: Bitcoin/USD Tether Perpetual Contract · 4h · BingX, no accompanying text]"
IMG_7863+IMG_7864,2026-07-15,2026-07-15 02:24,BTC,,,,,,Everything as planned
IMG_7790,2026-07-20,2026-07-20 03:59,XRP,,,,,,[custom emoji: pepe holding pencil] - The whole crypto market is on the verge of a breakout
IMG_7864,2026-07-20,2026-07-20 03:59,BTC,,,,,,- The whole crypto market is on the verge of a breakout
IMG_7790+IMG_7864,2026-07-21,2026-07-21 14:00,XRP,,,,,,"XRP's price action is signaling a potential trend reversal (inverse head and shoulder) , with multiple technical factors reinforcing the upside bias This is an actual - FOMO [custom emoji: pepe wearing crown and sunglasses]"
IMG_7864,2026-07-21,2026-07-21 14:00,BTC,,,,,,This is an actual - FOMO
IMG_7864+IMG_7865,2026-07-22,2026-07-22 05:56,BTC,,,,,,Finally touched 67k first resistance level
IMG_7865,2026-07-22,2026-07-22 14:47,BTC,,,,,,I hope you guys taking profit at resistance level it's a 9k move
IMG_7865,2026-07-25,2026-07-25 07:33,BTC,,,,,,Nothing has changed
IMG_7865,2026-07-25,2026-07-25 07:34,BTC,,,,,,They trying to lure bears into shorting before the next leg up which will lead to 70k+
